month,day,slp,maxtemp,avgtemp,mintemp,dewtemp,rh,cld,rf,sunhr,prewd,avgws,year
1,30,1024.9,17.0,15.4,13.9,10.9,75,66,  0.0,6.9,060,32.4,1998
2,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
2,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
2,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
2,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
2,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
2,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
2,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
2,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
2,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
2,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
2,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
2,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
2,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
2,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
2,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
2,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
2,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
2,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
2,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
2,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
2,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
2,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
2,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
2,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
2,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
2,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
2,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
3,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
3,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
3,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
3,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
3,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
3,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
3,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
3,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
3,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
3,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
3,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
3,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
3,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
3,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
3,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
3,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
3,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
3,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
3,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
3,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
3,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
3,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
3,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
3,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
3,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
3,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
3,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
3,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
3,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
3,30,1024.9,17.0,15.4,13.9,10.9,75,66,  0.0,6.9,060,32.4,1998
4,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
4,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
4,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
4,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
4,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
4,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
4,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
4,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
4,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
4,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
4,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
4,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
4,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
4,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
4,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
4,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
4,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
4,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
4,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
4,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
4,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
4,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
4,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
4,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
4,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
4,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
4,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
4,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
4,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
5,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
5,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
5,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
5,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
5,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
5,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
5,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
5,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
5,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
5,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
5,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
5,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
5,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
5,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
5,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
5,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
5,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
5,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
5,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
5,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
5,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
5,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
5,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
5,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
5,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
5,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
5,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
5,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
5,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
5,30,1024.9,17.0,15.4,13.9,10.9,75,66,  0.0,6.9,060,32.4,1998
6,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
6,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
6,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
6,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
6,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
6,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
6,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
6,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
6,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
6,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
6,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
6,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
6,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
6,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
6,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
6,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
6,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
6,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
6,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
6,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
6,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
6,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
6,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
6,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
6,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
6,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
6,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
6,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
6,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
7,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
7,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
7,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
7,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
7,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
7,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
7,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
7,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
7,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
7,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
7,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
7,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
7,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
7,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
7,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
7,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
7,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
7,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
7,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
7,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
7,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
7,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
7,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
7,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
7,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
7,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
7,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
7,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
7,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
7,30,1024.9,17.0,15.4,13.9,10.9,75,66,  0.0,6.9,060,32.4,1998
8,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
8,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
8,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
8,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
8,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
8,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
8,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
8,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
8,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
8,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
8,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
8,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
8,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
8,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
8,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
8,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
8,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
8,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
8,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
8,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
8,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
8,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
8,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
8,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
8,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
8,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
8,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
8,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
8,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
8,30,1024.9,17.0,15.4,13.9,10.9,75,66,  0.0,6.9,060,32.4,1998
9,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
9,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
9,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
9,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
9,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
9,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
9,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
9,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
9,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
9,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
9,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
9,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
9,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
9,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
9,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
9,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
9,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
9,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
9,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
9,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
9,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
9,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
9,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
9,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
9,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
9,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
9,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
9,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
9,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
10,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
10,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
10,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
10,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
10,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
10,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
10,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
10,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
10,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
10,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
10,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
10,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
10,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
10,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
10,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
10,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
10,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
10,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
10,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
10,20,1022.0,14.7,13.3,12.1,11.0,86,100,Trace,0.0, 060#, 37.5#,1998
10,21,1021.2,15.8,14.1,11.9,12.6,91,99,Trace,0.0, 060#, 34.2#,1998
10,22,1017.1,18.7,17.4,15.8,16.3,93,99,Trace,0.0,070,28.4,1998
10,23,1018.1,18.7,14.2,12.0,10.4,78,93,  0.6,1.1, 010#, 22.3#,1998
10,24,1025.4,13.8,10.8, 9.7, 7.2,79,99,  0.1,0.0,010,36.1,1998
10,25,1026.4,12.3,11.4,10.4, 6.3,71,100,Trace,0.0,050,31.0,1998
10,26,1023.5,14.7,12.6,10.5, 9.5,81,100,  0.0,0.0, 070#, 36.8#,1998
10,27,1022.2,15.9,15.0,13.9,13.5,91,100,Trace,0.0,050,26.8,1998
10,28,1027.0,17.8,14.8,13.0, 8.7,68,69,Trace,7.5,360,33.6,1998
10,29,1028.9,14.4,13.4,12.2, 6.5,63,91,  0.0,0.0, 060#, 32.1#,1998
10,30,1024.9,17.0,15.4,13.9,10.9,75,66,  0.0,6.9,060,32.4,1998
11,01,1016.8,24.9,21.5,19.6,17.5,79,36,  0.0,6.0,030,10.1,1998
11,02,1018.8,21.9,20.3,19.2,16.8,80,60,  0.0,6.5, 060#, 28.7#,1998
11,03,1018.7,21.8,20.6,19.5,17.3,82,80,  0.0,1.0, 040#, 28.6#,1998
11,04,1019.8,25.2,21.2,17.7,17.2,78,38,  0.0,5.4,010,18.4,1998
11,05,1023.7,18.7,17.0,15.2,11.3,69,70,  0.0,2.6,010,29.0,1998
11,06,1023.1,19.3,18.2,16.9,14.0,77,79,  0.0,1.1, 060#, 33.5#,1998
11,07,1019.2,20.5,19.1,17.9,15.9,81,86,Trace,1.4, 070#, 32.7#,1998
11,08,1015.4,25.9,21.7,19.1,19.3,87,55,Trace,7.1,130,10.7,1998
11,09,1014.8,22.3,20.7,19.7,19.0,90,89,  0.1,0.2,070,30.0,1998
11,10,1014.5,23.0,21.2,19.8,19.4,90,73,Trace,4.3,030,22.8,1998
11,11,1015.0,24.5,21.2,19.2,18.1,83,40,  0.0,7.3, 360#, 15.0#,1998
11,12,1016.3,19.7,18.5,16.4,14.7,78,79,  0.2,0.0, 080#, 34.2#,1998
11,13,1013.9,21.1,19.6,17.8,17.8,90,94,  1.7,0.2,070,37.3,1998
11,14,1008.6,24.5,21.0,17.6,19.1,89,89, 31.8,0.8, 010#, 19.8#,1998
11,15,1011.0,17.9,14.6,13.0,11.1,80,59, 13.2,7.6, 010#, 28.7#,1998
11,16,1010.7,18.0,15.9,13.6,13.4,85,94,  1.2,0.0, 060#, 38.0#,1998
11,17,1012.6,18.0,16.0,13.0,12.6,80,73,  0.0,2.5, 010#, 26.5#,1998
11,18,1018.9,15.6,12.7,10.2, 6.6,67,19,  0.0,9.1,360,26.6,1998
11,19,1023.0,13.2,12.1,10.9, 8.0,76,95,Trace,0.0, 020#, 35.0#,1998
